maxPlayerLevel;numberOfAttemptedLevels;attemptsOnTheHighestLevel;totalNumOfAttempts;averageNumOfTurnsPerCompletedLevel;doReturnOnLowerLevels;numberOfBoostersUsed;fractionOfUsefullBoosters;totalScore;totalBonusScore;totalStarsCount;numberOfDaysActuallyPlayed 
64;2;1;2;30;0;0;0;834000;500;3;1
1;2;1;2;5;0;0;0;232000;400;3;1
107;27;1;143;21.6923076923;1;13;0.4615384615;5358000;4800;65;13
6;7;1;7;11.1666666667;0;2;0.5;1172000;1300;16;1
7;8;1;8;13.75;0;3;1;2571000;2000;21;1
0;1;1;1;3;0;0;0;113000;250;0;1
50;1;5;5;0;0;2;0;0;0;0;2
17;18;6;37;16;0;8;0.25;4120000;3425;44;5
2;3;1;3;4.3333333333;0;0;0;354000;650;5;1
5;6;1;6;8.6;0;1;1;1528000;1250;15;2
0;1;1;1;3;0;0;0;125000;250;0;1
6;7;1;7;12.7142857143;0;1;1;1469000;1475;17;2
1;2;1;2;4.5;0;0;0;244000;500;3;1
21;22;4;30;16.4761904762;0;3;1;5509000;4075;55;3
29;30;8;62;17.4827586207;0;12;0.75;7011000;5150;66;5
17;18;2;26;16.2941176471;0;6;0.8333333333;4182000;3175;42;2
16;17;2;21;14.9375;0;11;0.8181818182;5005000;3175;41;3
0;1;1;1;3;0;0;0;113000;250;0;1
4;5;1;5;8;0;1;1;1062000;975;9;1
79;22;11;68;22.7619047619;0;14;0.6428571429;4793000;3300;46;12
8;9;1;11;14.3333333333;0;5;0.8;2068000;2075;22;1
26;10;1;11;18.6;0;6;1;2088000;1375;16;3
73;74;5;189;20.9315068493;0;23;0.652173913;19844000;12675;168;10
57;58;4;116;19.5344827586;0;30;0.7333333333;14560000;9750;130;8
42;43;21;126;19.5348837209;1;20;0.5;11443000;7400;97;12
1;2;1;2;3;0;0;0;113000;250;3;1
65;1;63;63;0;0;4;0;0;0;0;11
6;2;1;2;19.5;0;1;1;355000;225;1;1
21;22;4;37;16.9523809524;0;5;0.8;4215000;3600;49;4
2;3;1;3;6.3333333333;0;0;0;456000;750;6;1
42;4;8;15;22.6666666667;0;2;1;490000;475;6;2
13;14;1;15;15.1538461538;0;3;1;3881000;2700;36;1
60;7;5;68;20.6;1;3;1;1634000;800;13;9
5;6;1;6;9.2;0;1;1;840000;1050;13;1
0;1;1;1;3;0;0;0;125000;250;0;1
4;5;1;5;8.4;0;1;1;896000;1150;11;1
34;35;5;62;19.4705882353;0;12;0.8333333333;8083000;5900;79;3
19;20;2;25;17.2105263158;0;7;0.7142857143;4969000;3775;48;3
7;8;1;8;12.875;0;2;1;1500000;1625;17;1
10;11;4;16;15.5;0;4;0.75;1788000;1800;24;2
6;4;1;4;15.5;0;1;1;1222000;825;9;1
0;1;1;1;3;0;0;0;150000;250;0;1
99;40;21;158;19.8157894737;0;26;0.6923076923;6213000;5575;75;12
6;7;1;10;12.2857142857;0;3;1;1597000;1650;17;1
15;16;1;21;15;0;4;0.75;4084000;2675;35;2
14;15;2;26;14.4117647059;1;3;1;4536000;3250;42;2
50;22;3;81;22.6666666667;0;14;0.2857142857;4060000;3500;47;11
41;24;1;42;23.5652173913;0;19;0.4736842105;5383000;3775;52;4
35;6;10;41;29.2;0;9;0.2222222222;725000;475;9;5
9;10;5;14;13.8;0;4;0.75;2047000;1775;22;1
6;7;1;7;10.1428571429;0;2;1;1319000;1400;16;1
0;1;1;1;3;0;0;0;113000;250;0;1
1;2;1;2;4.5;0;0;0;232000;400;3;1
58;22;4;64;20.2;1;15;0.6666666667;3732000;2525;36;7
50;51;1;85;19.6274509804;0;18;1;12546000;8425;110;8
8;9;1;12;12;1;2;1;2757000;1875;20;1
1;2;1;2;5;0;0;0;344000;500;3;1
5;6;1;6;9;0;1;1;934000;975;12;1
63;5;5;31;22.3333333333;0;1;1;619000;575;7;4
29;30;2;52;16.8965517241;0;15;0.6;7389000;4925;66;5
33;5;3;9;20.75;0;3;0.3333333333;740000;400;8;1
2;3;1;3;6.6666666667;0;0;0;379000;750;6;1
25;26;12;63;17.04;0;12;0.6666666667;6693000;4450;58;4
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;3;0;0;0;150000;250;0;1
12;13;1;27;14.8125;1;5;0.6;4007000;2450;29;4
27;28;2;49;16.7037037037;0;17;0.7647058824;5964000;4525;59;4
2;3;1;3;5.3333333333;0;0;0;395000;650;6;1
33;5;4;9;21.75;0;4;0.5;987000;400;8;1
3;4;1;4;8.25;0;0;0;785000;1000;9;1
5;6;3;8;9.1666666667;0;1;1;1028000;1300;14;1
6;7;1;8;11.5714285714;0;2;1;1173000;1375;15;1
4;1;2;2;0;0;0;0;0;0;0;1
50;2;1;7;27;0;2;0.5;210000;150;2;1
58;2;20;23;17;0;3;0;131000;75;1;5
50;7;18;47;20.6666666667;0;1;1;830000;700;9;7
15;16;4;25;16;0;10;0.7;3761000;3025;40;3
10;11;1;13;13.6363636364;0;2;1;2869000;2000;25;1
73;2;2;8;20;0;1;0;116000;75;1;2
10;3;1;6;19;0;2;0.5;299000;150;5;1
33;34;5;54;17.2424242424;0;14;0.6428571429;8452000;5550;76;1
5;6;1;6;9.6;0;1;1;1570000;1250;15;2
6;7;1;8;12.7142857143;0;2;1;1536000;1575;18;1
42;26;9;46;22.68;0;8;0.75;7414000;4125;55;5
15;16;1;16;14.8125;0;7;1;3602000;3200;41;4
10;11;1;12;13.7;0;2;1;2227000;1875;26;2
27;28;5;60;16.6296296296;0;8;0.75;7639000;4675;62;8
13;14;6;23;15.3076923077;0;9;0.5555555556;3272000;2625;34;3
29;7;14;25;23.2;1;6;0.5;918000;550;8;4
20;21;3;26;17;0;6;1;5358000;3825;48;3
6;7;2;9;9.6666666667;0;2;0.5;1175000;1400;17;1
24;25;1;34;16.4;0;6;0.8333333333;5974000;4400;55;3
3;4;1;4;8.5;0;0;0;823000;1000;9;2
0;1;1;1;3;0;0;0;150000;250;0;1
33;6;8;14;20.8;0;9;0.4444444444;1469000;725;12;5
3;4;1;4;8.5;0;0;0;617000;900;9;1
0;1;1;1;3;0;0;0;113000;250;0;1
5;6;1;6;9.1666666667;0;2;1;1263000;1125;12;1
5;6;1;6;12.2;0;1;1;1083000;1150;14;2
1;2;1;2;4.5;0;0;0;300000;500;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;4;0;0;0;125000;250;0;1
73;29;8;155;21.3214285714;1;24;0.375;6162000;4025;55;12
89;32;1;107;21.4705882353;1;9;0.7777777778;8399000;5700;74;10
3;4;1;4;7.5;0;0;0;609000;900;9;1
2;3;1;3;6.6666666667;0;0;0;404000;750;6;1
36;6;1;11;25;0;3;0.6666666667;1144000;825;12;1
0;1;1;1;3;0;0;0;113000;250;0;1
15;2;2;6;18;0;1;0;300000;250;3;1
21;7;9;20;22.3333333333;0;2;0.5;1183000;625;9;3
20;6;4;14;21.8;0;2;0.5;858000;525;7;4
73;74;3;162;20.6438356164;0;17;0.8823529412;20417000;12575;164;10
6;7;1;10;8.6666666667;0;3;0.6666666667;1470000;1400;17;1
86;62;16;184;22.0952380952;1;25;0.68;12015000;9350;128;10
1;2;1;2;5;0;0;0;288000;500;3;1
2;3;1;3;5.3333333333;0;0;0;378000;650;5;1
12;2;1;2;22;0;1;1;258000;150;1;1
15;16;2;21;16.1333333333;0;4;1;3637000;3225;40;2
4;5;1;5;10.6;0;1;1;1112000;1150;11;2
15;16;2;20;14.8125;0;2;1;3730000;2825;37;5
54;7;5;41;17.5;0;7;0.4285714286;998000;975;10;8
0;1;1;1;3;0;0;0;113000;250;0;1
46;47;1;98;18.847826087;0;25;0.68;11485000;7675;102;9
4;5;1;5;10.6;0;1;1;1359000;1250;12;1
10;11;1;12;14.6;0;3;1;1943000;1975;27;2
25;26;3;60;17.28;0;10;0.7;5790000;4225;54;6
26;27;1;35;17.2222222222;0;11;0.8181818182;6067000;4525;57;4
39;8;11;27;25.5714285714;0;5;0.6;1225000;1050;14;3
48;5;1;14;15.5;0;4;0.75;826000;625;8;2
35;7;2;8;25.5714285714;0;1;1;2134000;1050;13;2
4;5;1;7;7.5;0;1;0;1041000;1000;12;1
14;5;4;8;20.3333333333;1;3;0.3333333333;521000;475;6;2
6;7;1;8;11.1428571429;0;2;1;1349000;1375;14;1
0;1;1;1;3;0;0;0;125000;250;0;1
50;15;7;32;21.5;0;7;0.5714285714;3007000;2475;31;8
39;5;14;27;25;0;7;0.1428571429;926000;700;8;6
1;2;1;2;5.5;0;0;0;357000;500;3;1
10;11;4;14;14.3;0;3;0.6666666667;2124000;2075;26;2
34;1;7;7;0;0;1;0;0;0;0;2
0;1;1;1;3;0;0;0;113000;250;0;1
21;22;5;42;16.6666666667;0;5;0.8;4406000;3275;43;2
27;28;1;47;16.962962963;0;10;0.6;7426000;4875;63;3
37;15;3;34;25.8571428571;0;11;0.6363636364;3532000;2675;36;9
10;11;1;12;15.6;0;3;1;2536000;2150;28;1
49;16;2;40;22.6;0;5;0.8;3382000;2850;35;7
10;11;2;16;14.1;0;4;1;1682000;1575;23;2
99;14;33;60;21.6923076923;0;3;0.6666666667;2729000;2450;32;8
42;43;2;66;19.7954545455;1;15;0.7333333333;12002000;7450;99;4
43;44;1;95;19.1395348837;0;21;0.8571428571;12607000;7575;101;8
5;6;3;8;10.6666666667;0;0;0;2402000;1500;15;2
2;3;1;3;7.3333333333;0;0;0;556000;750;6;1
10;11;3;15;15.3;0;4;0.5;2110000;1950;26;2
25;7;1;11;18;0;2;0.5;1759000;725;11;1
62;11;1;26;21.9230769231;1;4;1;2585000;1725;23;5
1;2;1;2;6;0;0;0;269000;500;3;1
0;1;1;1;3;0;0;0;150000;250;0;1
21;22;7;41;16.9047619048;0;8;0.375;5685000;4200;55;2
21;22;4;37;16.6666666667;0;7;0.2857142857;5269000;3825;52;3
15;5;1;5;21;0;2;1;813000;725;9;2
27;28;7;51;17.1111111111;0;9;0.4444444444;5963000;4050;53;5
27;8;1;18;15.7142857143;1;5;0.4;2148000;1225;18;2
39;6;11;24;28;0;3;0.3333333333;904000;550;7;6
11;12;1;16;14.5;0;5;0.6;2383000;2375;27;2
13;14;1;18;16.4615384615;0;5;0.8;3356000;2525;33;3
15;16;9;24;15.9375;0;3;1;3583000;2925;37;1
6;6;1;6;14.6666666667;0;2;1;1684000;1400;14;1
58;10;17;31;22.4;1;1;1;1681000;1300;18;4
29;14;4;29;23.7692307692;0;7;0.4285714286;2759000;1975;26;2
10;11;3;21;13.6;0;2;0.5;1892000;1700;22;1
5;6;1;6;8.4;0;1;1;1060000;1075;13;1
39;40;3;61;19.3333333333;0;18;0.6666666667;10323000;7200;94;5
4;5;1;5;11;0;1;1;1581000;1250;12;1
37;17;1;24;22.3333333333;1;9;0.8888888889;4542000;2575;35;8
16;17;3;23;15.375;0;5;0.8;3779000;2925;37;1
26;27;1;34;17.5925925926;0;12;0.9166666667;7494000;4925;62;2
30;3;2;4;22;0;2;0.5;502000;325;4;1
7;8;1;11;12.875;0;2;0.5;2123000;1700;19;1
21;22;11;38;17.0476190476;0;8;0.875;5234000;3550;48;1
17;18;5;28;16.6470588235;0;6;0.8333333333;3790000;3175;41;2
18;13;2;16;22.1538461538;0;7;0.8571428571;2434000;1775;24;2
49;50;6;107;19.0384615385;1;19;0.6842105263;12895000;8675;114;5
15;16;3;25;15.6;0;7;0.5714285714;3913000;2925;39;3
73;21;11;80;22.5454545455;1;7;0.8571428571;5959000;3175;43;9
34;1;10;10;0;0;0;0;0;0;0;4
0;1;1;1;3;0;0;0;113000;250;0;1
14;15;1;20;15.1428571429;1;4;0.5;3740000;2800;37;1
40;11;16;48;24.4166666667;1;11;0.2727272727;2149000;1450;24;9
34;1;5;5;0;0;1;0;0;0;0;1
21;22;2;34;16.6363636364;0;12;0.5833333333;5252000;3925;49;3
0;1;1;1;3;0;0;0;113000;250;0;1
4;5;2;6;8.8;0;1;0;993000;1150;11;1
6;7;1;14;12.2857142857;1;4;1;2547000;1650;18;1
1;2;1;2;5;0;0;0;276000;500;3;1
10;11;2;15;13.7;0;3;1;2319000;1975;27;1
42;43;4;80;18.9285714286;0;20;0.65;10529000;7650;102;7
105;45;7;242;19.7391304348;1;28;0.6428571429;8535000;6825;93;14
4;5;1;5;8.2;0;1;1;1026000;1075;10;1
6;7;1;7;10.4285714286;0;2;1;1236000;1300;15;1
3;4;1;4;7;0;0;0;759000;900;8;1
8;2;1;2;18;0;0;0;461000;500;3;1
6;7;1;10;12.2222222222;1;2;1;2609000;1550;16;1
7;2;1;2;21.5;0;2;1;410000;225;1;1
58;51;12;208;20.2653061224;0;6;0.8333333333;9604000;7425;98;12
2;3;1;3;6;0;0;0;466000;750;6;1
42;43;1;92;19.5714285714;0;15;0.6666666667;10157000;7300;95;4
50;51;11;94;19.32;0;23;0.7826086957;14126000;9475;123;5
1;2;1;2;5.5;0;0;0;238000;500;3;1
6;7;1;7;11.2857142857;0;3;1;1321000;1200;14;1
29;30;9;47;17.6551724138;0;16;0.625;7254000;4850;63;6
9;8;4;14;15;1;6;0.5;1908000;1200;16;3
6;7;1;7;10.8571428571;0;3;1;1536000;1475;17;1
3;1;1;1;14;0;0;0;405000;250;0;1
86;87;16;207;20.2954545455;1;30;0.6333333333;23394000;14850;197;11
3;1;1;1;0;0;0;0;0;0;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;3;0;0;0;125000;250;0;1
6;7;1;8;10.625;1;2;1;1614000;1575;18;1
13;3;1;4;16.6666666667;0;1;1;443000;300;5;2
50;14;4;130;21.1538461538;1;6;0.1666666667;1861000;1550;23;13
1;2;1;2;6;0;0;0;269000;500;3;1
31;3;1;3;26;0;2;1;1041000;650;6;1
10;11;4;15;13.8;0;2;1;2117000;2250;29;1
17;18;1;19;16.4705882353;0;7;0.7142857143;4319000;3175;40;1
19;20;1;21;16.3157894737;0;6;1;4246000;3250;43;2
54;3;8;21;23;0;2;0.5;518000;400;4;5
3;4;1;4;8.5;0;0;0;561000;900;9;1
16;1;5;5;0;0;1;0;0;0;0;1
5;6;5;10;9.8;0;1;1;1050000;1250;15;1
68;12;3;31;21.4545454545;0;3;1;2068000;1525;20;4
79;8;24;45;20.4285714286;0;3;0.3333333333;1160000;1050;14;7
57;20;2;59;20.7826086957;1;12;0.4166666667;3499000;2500;35;6
21;22;5;39;16.4761904762;0;5;1;4430000;3550;46;3
50;51;14;124;19.16;0;24;0.7083333333;11913000;7925;107;8
0;1;1;1;3;0;0;0;113000;250;0;1
1;2;1;2;3;0;0;0;113000;250;3;1
9;10;1;12;15;0;3;1;2462000;1975;24;1
24;2;1;3;24.5;0;1;0;903000;500;3;1
9;10;1;10;14.3333333333;0;2;1;1607000;1675;21;1
6;7;1;9;11;0;2;1;1720000;1400;16;1
2;3;1;3;6;0;0;0;420000;750;6;1
9;5;1;5;17.4;0;3;1;1046000;725;9;1
2;3;1;3;4.6666666667;0;0;0;376000;475;5;1
2;3;1;3;4;0;0;0;420000;750;6;1
6;6;3;9;10.25;1;1;1;2221000;1400;17;1
4;5;1;5;10.8;0;1;1;893000;1250;12;1
13;14;5;19;15.7692307692;0;3;1;4993000;2800;36;1
27;28;6;45;16.8888888889;0;14;0.6428571429;8415000;5125;66;2
2;3;1;3;5.3333333333;0;0;0;430000;575;6;1
14;15;1;18;16;0;5;1;4000000;3225;37;1
44;2;10;13;27;0;2;0.5;130000;150;2;4
44;8;13;34;23.6666666667;0;2;0.5;941000;875;11;5
0;1;1;1;3;0;0;0;175000;250;0;1
73;74;1;191;19.6428571429;1;32;0.65625;22785000;13525;176;12
2;3;1;3;7.6666666667;0;0;0;454000;750;6;1
9;10;3;16;13.6;1;3;0.6666666667;1995000;1675;21;2
15;16;2;27;15.6;0;8;0.75;3641000;2950;37;3
27;1;2;2;0;0;2;0;0;0;0;1
25;4;2;5;21.6666666667;0;3;0.3333333333;1433000;750;9;1
34;5;7;27;27.3333333333;0;7;0.1428571429;510000;375;5;4
1;2;1;2;7;0;0;0;432000;500;3;1
2;3;1;3;3.6666666667;0;0;0;407000;750;6;1
7;8;1;8;10.1428571429;0;2;1;1365000;1475;18;1
39;9;4;24;28;0;4;0.5;2614000;1300;18;3
11;12;1;15;14.6666666667;0;4;1;3054000;2200;25;2
6;7;1;7;11.1428571429;0;2;1;1447000;1475;17;1
3;4;1;4;8.5;0;0;0;854000;1000;9;1
21;22;9;39;17.3333333333;0;4;1;5919000;3275;45;3
16;3;1;7;20;0;1;0;814000;475;3;3
4;5;1;5;8.4;0;1;1;1441000;1250;12;1
7;8;1;8;13.375;0;3;1;1600000;1625;18;2
1;2;1;2;5;0;0;0;282000;500;3;1
2;3;1;5;3.5;0;0;0;226000;400;5;2
1;2;1;2;6;0;0;0;288000;500;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
69;20;1;72;22.5;1;9;0.3333333333;5838000;2925;40;11
10;11;5;18;13.6363636364;0;3;1;1821000;1575;19;5
15;16;8;25;16.4;0;5;1;3873000;2825;38;3
4;5;1;5;8.4;0;1;1;716000;950;10;1
33;34;4;60;17.425;1;19;0.7368421053;10396000;5850;80;4
6;7;1;7;10.2857142857;0;2;1;1443000;1475;17;1
4;5;1;5;9.6;0;1;1;804000;1050;11;1
16;17;2;20;15.4375;0;8;0.875;4074000;2950;39;2
44;11;9;44;22.8333333333;1;0;0;1910000;1450;20;4
34;1;3;3;0;0;0;0;0;0;0;2
105;40;9;139;19.8333333333;1;24;0.75;7223000;6750;92;11
16;17;3;32;14.5882352941;1;3;1;4640000;2925;39;2
0;1;1;1;3;0;0;0;125000;250;0;1
65;28;4;74;22.75;1;7;1;5832000;4075;58;10
105;7;19;115;23.3333333333;0;7;0.7142857143;838000;850;11;13
10;11;2;16;14.8;0;3;1;1925000;1800;23;1
10;11;3;17;13.3636363636;0;2;0.5;1939000;1850;24;3
25;1;6;6;0;0;2;0;0;0;0;2
10;11;8;34;14.8888888889;1;3;0.6666666667;3940000;2250;30;2
0;1;1;1;3;0;0;0;150000;250;0;1
27;3;4;10;13.5;0;3;0.3333333333;332000;325;4;3
9;10;1;10;14;0;2;1;1511000;1425;18;1
57;7;2;19;23.7142857143;1;4;0.25;1275000;1050;13;5
13;14;5;21;15.7692307692;0;4;0.75;3158000;2700;35;1
7;8;2;10;12.1428571429;0;2;1;1627000;1550;19;1
6;7;1;7;11.2857142857;0;2;1;1679000;1650;17;1
43;11;2;75;24.3333333333;0;15;0.2;1521000;1175;17;7
5;6;1;6;10.1666666667;0;1;1;1384000;1500;15;2
0;1;1;1;3;0;0;0;113000;250;0;1
6;7;1;7;11.4285714286;0;2;1;1839000;1650;18;1
1;2;1;2;4.5;0;0;0;256000;325;3;2
0;1;1;1;3;0;0;0;150000;250;0;1
20;21;1;29;17.1428571429;0;7;1;5089000;3575;46;2
9;10;1;10;14.2;0;4;1;2237000;2050;25;1
0;1;1;1;3;0;0;0;125000;250;0;1
6;7;1;8;11.7142857143;0;2;1;1883000;1475;17;1
21;22;1;52;16.21875;1;9;0.7777777778;6710000;3950;52;4
36;37;1;55;17.972972973;0;12;1;10546000;7200;94;2
50;13;11;58;21.6153846154;1;8;0.25;2075000;1750;25;5
12;13;1;14;15.6923076923;0;4;1;3157000;2425;30;2
1;2;1;2;3.5;0;0;0;319000;500;3;1
34;1;16;16;0;0;2;0;0;0;0;2
7;8;1;8;14.375;0;2;1;1498000;1600;18;2
55;14;17;69;21.4285714286;1;16;0.3125;2284000;2200;28;8
21;22;3;39;16.5714285714;0;6;0.6666666667;5269000;3550;46;4
6;7;1;7;10.8333333333;0;1;1;1040000;1125;14;1
7;8;1;8;12.875;0;2;1;1764000;1550;17;1
50;51;14;141;18.9245283019;1;19;0.6842105263;14817000;9150;119;9
111;54;1;264;23.6296296296;0;18;0.7777777778;12552000;9700;126;13
5;6;1;6;10;0;1;1;998000;975;11;1
51;10;14;137;21.34375;1;8;0.75;5276000;2175;28;14
9;10;4;14;13.6666666667;0;2;0.5;1928000;1875;23;1
7;8;1;8;13.375;0;3;1;1859000;2000;21;1
35;5;1;7;30.3333333333;0;4;0.75;493000;300;5;2
65;12;5;31;21.6363636364;1;6;0.6666666667;3320000;1550;24;4
25;6;1;9;20;0;4;0.75;2039000;825;11;1
11;12;12;36;14.1818181818;0;2;1;2342000;1950;27;6
3;4;1;4;9.5;0;0;0;595000;800;8;1
46;47;8;83;18.8695652174;0;25;0.72;11061000;7525;98;8
7;8;1;8;13;0;2;1;1532000;1625;18;1
12;13;1;15;14.8461538462;0;3;1;2762000;2250;29;1
15;16;4;23;15.6666666667;0;6;1;3320000;2850;37;2
59;11;1;27;22.8181818182;0;2;1;2282000;1625;19;3
25;26;2;58;16.8928571429;1;12;0.5833333333;7648000;4450;59;5
50;6;6;16;22;0;1;0;1083000;975;12;4
6;7;1;7;11.2857142857;0;3;1;1384000;1450;16;1
13;14;2;15;16;0;7;0.8571428571;2966000;2725;36;1
49;42;6;161;22.3414634146;0;27;0.4814814815;7852000;6150;85;10
15;16;3;18;15.9333333333;0;6;1;3733000;2725;36;7
12;13;1;14;15.0769230769;0;4;1;2949000;2550;31;1
25;26;7;53;16.25;1;12;0.75;7924000;4550;60;5
46;9;3;19;19.25;0;2;1;1237000;1175;15;2
20;3;3;5;22;0;3;0.6666666667;548000;325;4;1
19;7;2;16;20.1666666667;0;1;0;1507000;1225;15;5
58;9;28;40;22;1;6;0.1666666667;1440000;975;14;4
35;36;2;58;17.7428571429;0;16;0.6875;9808000;6450;84;9
9;10;2;15;13.7777777778;0;4;0.5;2056000;1875;23;1
39;40;4;76;19.0256410256;0;12;0.6666666667;9918000;6300;83;4
13;14;5;18;14.9230769231;0;4;0.75;3505000;2900;37;1
3;4;1;4;8.25;0;0;0;730000;825;7;1
6;6;3;8;11.6666666667;1;3;0.6666666667;1130000;1400;17;1
6;7;1;7;9.3333333333;0;2;0.5;969000;1125;14;2
56;11;2;56;20.6875;1;6;0.3333333333;2227000;1350;19;7
0;1;1;1;3;0;0;0;113000;250;0;1
55;55;1;180;19.8571428571;1;32;0.40625;12020000;8550;114;12
39;40;5;73;18.6666666667;0;15;0.6;10753000;6900;92;6
12;13;1;13;14.6923076923;0;3;1;3988000;2425;29;1
4;5;1;5;8.8;0;1;1;960000;1150;12;1
13;14;2;24;16.3076923077;0;5;1;3105000;2450;33;2
6;7;1;7;9.5;0;2;0.5;1613000;1500;18;1
45;10;3;24;20.625;1;4;0.75;1349000;1350;17;5
5;6;3;8;9.2;0;1;1;1038000;1250;15;1
15;16;2;21;15.4;0;8;0.625;4067000;2500;33;2
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
5;6;1;6;10.4;0;1;1;916000;1250;15;1
14;15;3;19;15.9285714286;0;5;0.6;3499000;2950;39;5
55;15;4;36;14;1;9;0.7777777778;6595000;5275;37;6
10;11;1;11;13.9;0;2;1;1971000;1950;27;1
34;15;9;30;24;0;10;0.7;2997000;1825;26;4
31;32;1;60;17.6129032258;0;8;0.75;8694000;5900;77;7
5;6;3;8;9.5;0;1;1;1508000;1325;13;2
4;3;1;3;12.3333333333;0;1;1;854000;650;6;1
4;5;1;5;9.2;0;1;1;903000;1050;10;1
9;10;3;14;14.1111111111;0;2;1;1529000;1575;20;2
13;14;11;27;14.5384615385;0;3;1;3792000;2550;34;2
0;1;1;1;3;0;0;0;150000;250;0;1
15;16;2;18;15.3333333333;0;4;1;4273000;3025;38;3
17;18;1;23;15.4705882353;0;4;1;4241000;3025;41;1
15;16;1;22;15;1;6;0.8333333333;4545000;2850;38;1
20;21;5;38;17.05;0;10;0.4;3769000;3125;40;4
33;12;2;34;22.9;0;14;0.4285714286;2212000;1625;23;6
39;23;12;52;24.875;1;17;0.5882352941;5029000;3225;44;5
33;3;2;4;19;0;0;0;307000;75;4;1
12;13;1;13;14.8461538462;0;6;1;3727000;2725;32;1
9;10;4;14;13.4444444444;0;2;1;1987000;2050;25;1
2;3;1;3;5.3333333333;0;0;0;488000;750;6;1
0;1;1;1;3;0;0;0;113000;250;0;1
4;5;1;5;8.8;0;1;1;1006000;900;10;1
2;3;2;4;7;0;0;0;393000;750;6;1
10;2;1;2;14;0;1;1;120000;0;3;1
3;4;1;4;7.5;0;0;0;647000;725;7;1
17;18;1;27;16.1764705882;0;7;0.8571428571;4371000;3350;42;2
46;11;5;26;20;0;0;0;2151000;1700;21;2
21;22;2;35;16.5238095238;0;8;0.5;5491000;3825;53;5
31;31;1;50;18.6129032258;0;11;0.7272727273;7450000;5575;70;3
19;20;1;26;16.9473684211;0;9;0.7777777778;5280000;3400;43;3
15;16;7;26;15.5333333333;0;5;0.8;3553000;2775;35;4
41;42;1;102;18.9024390244;0;18;0.5555555556;11038000;7300;97;5
17;18;1;22;16.7368421053;1;6;0.8333333333;5349000;3700;43;3
34;1;5;5;0;0;2;0;0;0;0;1
50;22;5;108;22.8095238095;1;20;0.35;3533000;2600;35;10
2;3;1;3;6.6666666667;0;0;0;482000;750;6;1
16;4;2;13;16.6666666667;0;0;0;659000;550;7;2
5;6;1;7;9.8;0;1;0;841000;1050;13;1
15;15;1;24;16.3157894737;1;7;0.8571428571;5249000;3200;42;3
10;11;1;12;14.3;1;5;0.8;2208000;2075;28;2
42;15;1;34;23.7142857143;1;7;0.5714285714;3502000;1625;26;4
9;10;2;14;12.8;1;1;1;1887000;1975;24;2
58;7;6;26;22.3333333333;0;6;0.3333333333;1012000;800;12;6
15;16;8;35;16.3333333333;0;5;0.8;3396000;2575;33;5
21;22;2;38;16.5;1;10;0.7;5690000;3400;46;5
1;2;1;2;3.5;0;0;0;244000;500;3;1
3;3;2;4;7;1;0;0;766000;750;9;1
18;19;1;25;16.6315789474;0;8;0.75;4717000;3750;48;3
21;22;7;45;16.7142857143;0;12;0.4166666667;5071000;3525;48;3
27;28;36;140;17.3333333333;1;38;0.2894736842;6059000;4350;56;4
13;14;1;16;15.7692307692;0;5;0.6;3881000;2900;37;2
0;1;1;1;3;0;0;0;150000;250;0;1
0;1;1;1;3;0;0;0;150000;250;0;1
1;2;1;2;6;0;0;0;350000;500;3;1
19;20;1;38;16.2083333333;1;5;0.8;6215000;4100;53;2
30;3;1;5;20.5;0;3;0.3333333333;390000;300;4;2
14;15;1;16;15.5714285714;0;5;1;3222000;2800;37;1
21;22;8;44;16.7391304348;1;6;0.6666666667;5842000;3475;46;5
42;43;11;98;19.3571428571;0;20;0.75;12188000;7650;100;7
15;16;3;20;16.4;0;5;0.8;3394000;2825;38;2
1;2;1;2;4.5;0;0;0;226000;400;3;1
13;3;1;4;22;0;1;1;479000;450;4;1
5;6;1;6;10;0;1;1;1233000;1300;13;1
19;20;2;28;16.6;1;6;1;5178000;3650;46;3
0;1;1;1;3;0;0;0;113000;250;0;1
16;17;1;28;15.8823529412;0;4;0.5;4520000;3275;39;4
0;1;1;1;3;0;0;0;113000;250;0;1
7;8;1;9;12.2222222222;1;2;1;2329000;1825;19;1
46;11;8;28;19.4444444444;1;9;0.3333333333;1880000;1375;23;8
25;26;4;46;17.16;0;13;0.4615384615;5831000;4200;55;5
21;22;5;35;17.4285714286;0;12;0.8333333333;4172000;3100;41;4
2;2;1;2;8;1;0;0;275000;250;3;1
21;22;6;42;16.4761904762;0;9;0.6666666667;4647000;3375;44;2
1;1;1;1;12;0;0;0;563000;250;0;1
6;7;1;8;10.8571428571;0;3;1;1476000;1475;17;2
5;6;1;7;9.4285714286;1;1;1;2118000;1400;15;1
3;4;1;4;9.25;0;0;0;609000;900;9;2
3;4;1;4;7.3333333333;0;0;0;398000;750;9;1
7;8;3;10;11.7142857143;0;2;1;1417000;1550;19;1
58;59;16;165;19.6166666667;1;20;0.7;13838000;9200;123;5
24;25;1;33;16.8333333333;0;8;0.875;6969000;4275;55;2
